OTUID	Mean	Taxonomy
OTU_1847	0.009	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Peredibacter;s__Peredibacter_starrii
OTU_1848	0.005	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__Magnetospirillum_magnetotacticum
OTU_1849	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Orientia_tsutsugamushi
OTU_1851	0.002	k__Bacteria;p__Latescibacteria;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latescibacteria_genera_incertae_sedis;s__Lactobacillus_camelliae
OTU_1852	0.002	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__Spirochaeta_alkalica
OTU_1853	0.002	k__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus;s__Oligoflexus_tunisiensis
OTU_1854	0.001	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydophila_psittaci
OTU_1855	0.007	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea_aerophila
OTU_1858	0.006	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;s__Desulfuromonas_carbonis
OTU_1859	0.002	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Coriobacteriaceae;g__Armatimonadetes_gp2;s__Patulibacter_minatonensis
OTU_1860	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter_agilis
OTU_1861	0.003	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_carboxidum
OTU_1865	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;g__Granulicella;s__Granulicella_mallensis
OTU_1867	0.001	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Melioribacter;s__Melioribacter_roseus
OTU_1868	0.001	k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi
OTU_1869	0.002	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Belnapia;s__Belnapia_rosea
OTU_1871	0.002	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3;s__Bryobacter_aggregatus
OTU_1873	0.003	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_caeni
OTU_1874	0.009	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Niveispirillum;s__Niveispirillum_fermenti
OTU_1875	0.001	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Bacillales;f__Paenibacillaceae_1;g__Paenibacillus;s__Francisella_tularensis_subsp._mediasiatica
OTU_1876	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia;s__Nocardia_coeliaca
OTU_1877	0.005	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Thermoleophilaceae;g__Thermoleophilum;s__Thermoleophilum_album
OTU_1878	0.001	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Rhodothermaceae;g__Rubrivirga;s__Rubrivirga_marina
OTU_1879	0.005	k__Bacteria;p__Latescibacteria;g__Latescibacteria_genera_incertae_sedis
OTU_1880	0.002	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Dehalobacter;s__Dehalobacter_restrictus
OTU_1881	0.002	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Actinomycetales;f__Pseudomonadaceae;g__Pseudomonas;s__Methylomarinum_vadi
OTU_1885	0.003	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter_pickeringii
OTU_1886	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Sphingomonadaceae;g__Sphingomonas;s__Caulobacter_henricii
OTU_1887	0.011	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Chromobacterium;s__Gulbenkiania_mobilis
OTU_1888	0.002	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidisphaera;s__Acidisphaera_rubrifaciens
OTU_1889	0.001	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Saprospiraceae;g__Lewinella;s__Lewinella_nigricans
OTU_1890	0.016	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia_aurea
OTU_1891	0.001	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__Leptospirillum_ferriphilum
OTU_1892	0.008	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio;s__Thermodesulfovibrio_hydrogeniphilus
OTU_1893	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp21;o__Bacillales;f__Veillonellaceae;g__Gp21;s__Paenibacillus_sanguinis
OTU_1894	0.028	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea_aerophila
OTU_1895	0.002	k__Bacteria;p__SR1;c__Gammaproteobacteria;o__Cytophagales;f__Flavobacteriaceae;g__SR1_genera_incertae_sedis;s__Leminorella_grimontii
OTU_1896	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Nannocystis_exedens
OTU_1897	0.002	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Fontimonas;s__Fontimonas_thermophila
OTU_1898	0.002	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp10;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Gp10;s__Desulfovibrio_simplex
OTU_1899	0.002	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_olivae
OTU_1900	0.002	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Ktedonobacter;s__Ktedonobacter_racemifer
OTU_1901	0.002	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Blastococcus;s__Blastococcus_jejuensis
OTU_1902	0.001	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Blastopirellula;s__Blastopirellula_cremea
OTU_1903	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Desulfuromonadaceae;g__Streptomyces;s__Pelobacter_seleniigenes
OTU_1905	0.002	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter_fusiformis
OTU_1906	0.02	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_agariphilus
OTU_1907	0.002	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Leptospiraceae;g__Leptonema;s__Leptonema_illini
OTU_1908	0.002	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulfoglaeba;s__Desulfoglaeba_alkanexedens
OTU_1909	0.003	k__Bacteria;p__Verrucomicrobia;c__Subdivision3;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Subdivision3_genera_incertae_sedis;s__Roseibacillus_ishigakijimensis
OTU_1910	0.039	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_sediminicola
OTU_1911	0.057	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Ferribacterium;s__Ferribacterium_limneticum
OTU_1912	0.003	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Nitrospirillum;s__Nitrospirillum_amazonense
OTU_1913	0.002	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Salinispira;s__Salinispira_pacifica
OTU_1915	0.002	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
OTU_1916	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodospirillaceae;g__Parcubacteria_genera_incertae_sedis;s__Azospirillum_doebereinerae
OTU_1917	0.001	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca
OTU_1918	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Chondromyces;s__Phaselicystis_flava
OTU_1919	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta
OTU_1921	0.001	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_carboxidum
OTU_1922	0.003	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter_pascens
OTU_1925	0.002	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp23;g__Thermoanaerobaculum;s__Thermoanaerobaculum_aquaticum
OTU_1926	0.001	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Saprospiraceae;g__Lewinella;s__Lewinella_agarilytica
OTU_1929	0.001	k__Bacteria;p__Chloroflexi;c__Actinobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae;g__Thermogemmatispora;s__Thermogemmatispora_foliorum
OTU_1930	0.001	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Crenobacter;s__Crenobacter_luteus
OTU_1931	0.002	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Ohtaekwangia;s__Nafulsella_turpanensis
OTU_1932	0.002	k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi
OTU_1933	0.002	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Tangfeifania;s__Tangfeifania_diversioriginum
OTU_1934	0.001	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thermales;f__Thermaceae;g__Parcubacteria_genera_incertae_sedis;s__Tepidisphaera_mucosa
OTU_1937	0.006	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia;s__Slackia_isoflavoniconvertens
OTU_1938	0.003	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium_loti
OTU_1939	0.001	k__Bacteria;p__Chloroflexi;c__Actinobacteria;o__Actinomycetales;f__Caldilineaceae;g__Ardenticatena;s__Ardenticatena_maritima
OTU_1941	0.001	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Aquaspirillum;s__Aquaspirillum_putridiconchylium
OTU_1942	0.004	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_luti
OTU_1943	0.018	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea_sibirica
OTU_1945	0.003	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;g__Gp1;s__Granulicella_aggregans
OTU_1946	0.004	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__Microvirga_aerophila
OTU_1947	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp10;o__Acanthopleuribacterales;f__Acanthopleuribacteraceae;g__Gp10;s__Acanthopleuribacter_pedis
OTU_1948	0.002	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Elizabethkingia;s__Elizabethkingia_meningoseptica
OTU_1949	0.001	k__Bacteria;p__Chloroflexi;c__Actinobacteria;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium_roseum
OTU_1950	0.005	k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__Ardenticatenaceae;g__Ardenticatena;s__Ardenticatena_maritima
OTU_1951	0.002	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium_manausense
OTU_1953	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces;s__Eggerthella_lenta
OTU_1954	0.643	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter_dehalogenans
OTU_1955	0.002	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Coriobacteriaceae;g__Solirubrobacter;s__Solirubrobacter_taibaiensis
OTU_1956	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Gp10;s__Nannocystis_exedens
OTU_1957	0.005	k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__Clostridiales;f__Family_X;g__GpX;s__Aquicella_lusitana
OTU_1960	0.007	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira
OTU_1961	0.002	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_1;g__Bacillus;s__Psychrobacillus_insolitus
OTU_1962	0.001	k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__Ardenticatenaceae;g__Ardenticatena;s__Ardenticatena_maritima
OTU_1963	0.002	k__Archaea;p__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_viennensis
OTU_1964	0.002	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__Conexibacter_arvalis
OTU_1965	0.001	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Ktedonobacter;s__Ktedonobacter_racemifer
OTU_1967	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobacteraceae;g__Hyphomonas;s__Albimonas_pacifica
OTU_1971	0.002	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga_sancti
OTU_1972	0.004	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Oxobacter_pfennigii
OTU_1976	0.001	k__Bacteria;p__Candidatus_Saccharibacteria;g__Saccharibacteria_genera_incertae_sedis
OTU_1977	0.002	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Aridibacter;s__Aridibacter_kavangonensis
OTU_1978	0.003	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Clostridiales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_giganteus
OTU_1979	0.002	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Terrimonas;s__Terrimonas_arctica
OTU_1980	0.001	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_2;g__Terribacillus;s__Terribacillus_goriensis
OTU_1981	0.002	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
OTU_1982	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__Haliangium_tepidum
OTU_1983	0.003	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Quadrisphaera;s__Quadrisphaera_granulorum
OTU_1984	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Thermincola;s__Thermincola_ferriacetica
OTU_1985	0.01	k__Bacteria;p__Verrucomicrobia;c__Subdivision3;g__Subdivision3_genera_incertae_sedis
OTU_1986	0.002	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Bacillales;f__Spirochaetaceae;g__Gp9;s__Spirochaeta_perfilievii
OTU_1989	0.004	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Desulfosporosinus;s__Desulfosporosinus_hippei
OTU_1990	0.002	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Ktedonobacter;s__Ktedonobacter_racemifer
OTU_1991	0.001	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Dyadobacter;s__Haliscomenobacter_hydrossis
OTU_1992	0.004	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter_defluvii
OTU_1993	0.002	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Alistipes;s__Alistipes_onderdonkii
OTU_1994	0.001	k__Bacteria;p__Proteobacteria;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca
OTU_1995	0.001	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Saprospiraceae;g__Flexibacter;s__Flexibacter_elegans
OTU_1996	0.001	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Legionella;s__Diplorickettsia_massiliensis
OTU_1998	0.001	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Bacteroides;s__Bacteroides_gallinarum
OTU_2000	0.001	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Chromobacterium;s__Chromobacterium_aquaticum
OTU_2002	0.001	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylosarcina;s__Methylosarcina_fibrata
OTU_2004	0.001	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas;s__Herminiimonas_fonticola
OTU_2005	0.002	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma;s__Acholeplasma_brassicae
OTU_2006	0.002	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Litorilinea;s__Litorilinea_aerophila
OTU_2008	0.002	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Melioribacter;s__Melioribacter_roseus
OTU_2009	0.001	k__Bacteria;p__Verrucomicrobia;c__Subdivision5;o__Coriobacteriales;f__Coriobacteriaceae;g__Subdivision5_genera_incertae_sedis;s__Methylomarinovum_caldicuralii
OTU_2010	0.001	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Prevotella;s__Tangfeifania_diversioriginum
OTU_2011	0.003	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
OTU_2012	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae;g__Hydrogenispora;s__Hydrogenispora_ethanolica
OTU_2013	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio_bacteriovorus
OTU_2014	0.002	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Phaselicystis;s__Phaselicystis_flava
OTU_2015	0.001	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Parcubacteria_genera_incertae_sedis;s__Chlorobium_chlorovibrioides
OTU_2016	0.001	k__Bacteria;p__Parcubacteria;c__Actinobacteria;o__Actinomycetales;f__Nautiliaceae;g__Parcubacteria_genera_incertae_sedis;s__Nautilia_lithotrophica
OTU_2017	0.011	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Thermodesulfovibrio;s__Saccharothrix_algeriensis
OTU_2018	0.005	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_kyeonggiensis
OTU_2020	0.003	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;s__Desulfuromonas_carbonis
OTU_2021	0.004	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__Pedomicrobium_manganicum
OTU_2023	0.002	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Ardenticatenaceae;g__Ardenticatena;s__Ardenticatena_maritima
OTU_2024	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_2;g__Desulfotomaculum;s__Polycladomyces_abyssicola
OTU_2025	0.009	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia_haematophila
OTU_2026	0.005	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__Amnibacterium_kyonggiense
OTU_2027	0.002	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Clostridium_bornimense
OTU_2028	0.001	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Steroidobacter;s__Steroidobacter_denitrificans
OTU_2030	0.002	k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Spartobacteria_genera_incertae_sedis;s__Terrimicrobium_sacchariphilum
OTU_2031	0.002	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Pseudenhygromyxa;s__Pseudenhygromyxa_salsuginis
OTU_2032	0.004	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1;g__Paenibacillus;s__Paenibacillus_contaminans
OTU_2033	0.001	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Ktedonobacter;s__Ktedonobacter_racemifer
OTU_2034	0.002	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Melioribacter;s__Melioribacter_roseus
OTU_2035	0.001	k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;f__Family_VIII;g__GpVIII;s__Prochlorothrix_hollandica
OTU_2036	0.004	k__Bacteria;p__Armatimonadetes;g__Armatimonadetes_gp5
OTU_2037	0.007	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__Spirochaeta_smaragdinae
OTU_2038	0.003	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;o__Selenomonadales;f__Veillonellaceae;g__Gp1;s__Edaphobacter_modestus
OTU_2039	0.001	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Flavobacteriaceae;g__Alistipes;s__Croceitalea_eckloniae
OTU_2041	0.002	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca
OTU_2042	0.002	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Rhodopseudomonas;s__Rhodopseudomonas_rhenobacensis
OTU_2043	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp21;o__Bacillales;f__Sinobacteraceae;g__Gp21;s__Panacagrimonas_perspica
OTU_2045	0.003	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Aquaspirillum;s__Magnetospirillum_magnetotacticum
OTU_2046	0.004	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea;s__Bosea_thiooxidans
OTU_2047	0.003	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_2;g__Cerasibacillus;s__Cerasibacillus_quisquiliarum
OTU_2048	0.001	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinomycetospora;s__Actinomycetospora_atypica
