Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
IR24LnCp7r1	0.100	0.048	1031.8	0.981	0.790	99.5	239.8	5000.0	1025.0	0.570	0.0187	5.48	7.91	2.38
IR24LnCp7r2	0.0778	0.0402	969.0	0.981	0.772	88.3	201.1	5000.0	962.0	0.573	0.0188	5.30	7.65	2.30
IR24LnCp7r3	0.0796	0.0407	935.6	0.981	0.778	91.3	203.5	5000.0	928.0	0.575	0.0187	5.32	7.67	2.31
IR24LnCp7r4	0.102	0.0352	916.2	0.976	0.759	72.8	175.8	5000.0	908.0	0.579	0.0236	5.17	7.46	2.25
IR24LnCp7r5	0.163	0.0252	813.7	0.961	0.723	46.9	126.2	5000.0	803.0	0.592	0.0391	4.84	6.98	2.10
IR24LnCp7r6	0.096	0.039	1039.3	0.976	0.760	75.1	195.2	5000.0	1029.0	0.617	0.0238	5.27	7.61	2.29
IR24LnCp7r7	0.0884	0.0416	963.9	0.981	0.778	90.2	208.2	5000.0	958.0	0.566	0.0192	5.34	7.70	2.32
IR24LnCp7r8	0.0586	0.0652	1214.1	0.990	0.816	158.2	326.2	5000.0	1207.0	0.612	0.0104	5.79	8.35	2.51
IR24LnCp7r9	0.078	0.0477	970.6	0.986	0.797	117.4	238.6	5000.0	963.0	0.577	0.0141	5.47	7.90	2.38
IR24LnCp7r10	0.0748	0.0395	967.7	0.982	0.770	89.2	197.6	5000.0	959.0	0.591	0.0182	5.29	7.63	2.30
IR24LnCp7r11	0.0668	0.0287	858.8	0.977	0.737	67.0	143.7	5000.0	848.0	0.624	0.0226	4.97	7.17	2.16
IR24LnCp7r12	0.075	0.044	1022.7	0.984	0.780	102.0	219.8	5000.0	1010.0	0.623	0.016	5.39	7.78	2.34
IR24LnCp7r13	0.107	0.0344	923.1	0.977	0.755	73.7	172.1	5000.0	915.0	0.605	0.0232	5.15	7.43	2.24
IR24LnCp7r14	0.100	0.0444	1073.4	0.979	0.775	85.9	222.0	5000.0	1066.0	0.596	0.0214	5.40	7.79	2.35
IR24LnCp7r15	0.123	0.033	950.8	0.970	0.745	60.8	164.8	5000.0	943.0	0.594	0.0303	5.10	7.36	2.22
IR24LnCp7r16	0.122	0.0422	1034.4	0.976	0.772	81.1	211.0	5000.0	1026.0	0.592	0.0235	5.35	7.72	2.32
ZH11HnCp7r1	0.191	0.0123	656.7	0.925	0.637	21.8	61.7	5000.0	647.0	0.593	0.0748	4.12	5.95	1.79
ZH11HnCp7r2	0.119	0.0185	688.5	0.960	0.694	38.7	92.6	5000.0	684.0	0.531	0.0404	4.53	6.53	1.97
ZH11HnCp7r3	0.178	0.0167	737.9	0.943	0.671	29.8	83.5	5000.0	730.0	0.594	0.057	4.42	6.38	1.92
ZH11HnCp7r4	0.151	0.0135	660.9	0.937	0.650	25.2	67.4	5000.0	651.0	0.595	0.0634	4.21	6.07	1.83
ZH11HnCp7r5	0.202	0.0128	666.6	0.931	0.641	23.6	64.0	5000.0	654.0	0.621	0.0694	4.16	6.00	1.81
ZH11HnCp7r6	0.137	0.0177	750.1	0.953	0.678	34.0	88.4	5000.0	740.0	0.595	0.0473	4.48	6.47	1.95
ZH11HnCp7r7	0.149	0.0255	836.8	0.962	0.721	46.6	127.3	5000.0	829.0	0.577	0.0384	4.85	6.99	2.10
ZH11HnCp7r8	0.119	0.0266	764.7	0.971	0.738	58.3	133.2	5000.0	757.0	0.569	0.0286	4.89	7.06	2.12
ZH11HnCp7r9	0.131	0.0194	686.6	0.963	0.702	42.3	97.2	5000.0	678.0	0.574	0.0373	4.58	6.60	1.99
ZH11HnCp7r10	0.132	0.0208	745.5	0.958	0.703	39.9	104.2	5000.0	739.0	0.551	0.0422	4.65	6.70	2.02
ZH11HnCp7r11	0.122	0.0289	789.6	0.972	0.746	61.5	144.4	5000.0	782.0	0.562	0.0281	4.97	7.17	2.16
ZH11HnCp7r12	0.126	0.0249	769.6	0.967	0.727	51.2	124.5	5000.0	762.0	0.573	0.0329	4.82	6.96	2.10
ZH11HnCp7r13	0.099	0.0259	776.1	0.970	0.732	54.7	129.3	5000.0	769.0	0.560	0.0299	4.86	7.01	2.11
ZH11HnCp7r14	0.187	0.0142	696.7	0.935	0.653	25.6	71.0	5000.0	686.0	0.607	0.0647	4.26	6.15	1.85
ZH11HnCp7r15	0.163	0.0235	899.9	0.953	0.702	38.8	117.3	5000.0	886.0	0.629	0.0468	4.76	6.87	2.07
ZH11HnCp7r16	0.110	0.0228	761.3	0.967	0.715	48.5	113.8	5000.0	754.0	0.588	0.0331	4.73	6.83	2.06
ZH11HnCp7r17	0.154	0.023	818.1	0.957	0.709	42.0	115.2	5000.0	806.0	0.603	0.0426	4.75	6.85	2.06
A50HnCp7r1	0.057	0.0478	1022.1	0.986	0.791	115.2	238.8	5000.0	1013.0	0.605	0.014	5.48	7.90	2.38
A50HnCp7r2	0.0398	0.066	1089.8	0.992	0.830	185.6	329.8	5000.0	1081.0	0.589	0.00807	5.80	8.37	2.52
A50HnCp7r3	0.0656	0.0334	858.8	0.981	0.759	80.5	167.0	5000.0	848.0	0.597	0.019	5.12	7.38	2.22
A50HnCp7r4	0.0904	0.0412	993.2	0.981	0.773	90.8	206.2	5000.0	983.0	0.606	0.0188	5.33	7.69	2.31
A50HnCp7r5	0.0664	0.058	1072.5	0.989	0.813	144.1	290.0	5000.0	1065.0	0.583	0.0115	5.67	8.18	2.46
A50HnCp7r6	0.0482	0.0545	1027.4	0.989	0.809	142.2	272.5	5000.0	1020.0	0.577	0.0108	5.61	8.09	2.44
A50HnCp7r7	0.0644	0.0403	902.9	0.985	0.781	102.4	201.6	5000.0	894.0	0.583	0.0149	5.31	7.66	2.30
A50HnCp7r8	0.0796	0.0507	1041.5	0.986	0.798	120.6	253.5	5000.0	1032.0	0.602	0.0141	5.54	7.99	2.40
A50HnCp7r9	0.0796	0.0382	920.0	0.982	0.770	90.4	191.0	5000.0	913.0	0.577	0.0178	5.25	7.58	2.28
A50HnCp7r10	0.0694	0.0359	882.2	0.982	0.766	85.6	179.7	5000.0	876.0	0.569	0.0183	5.19	7.49	2.25
A50HnCp7r11	0.061	0.0442	977.0	0.986	0.786	110.2	221.0	5000.0	964.0	0.613	0.0141	5.40	7.79	2.34
A50HnCp7r12	0.073	0.0494	1060.5	0.983	0.791	106.9	246.8	5000.0	1054.0	0.575	0.0165	5.51	7.95	2.39
A50HnCp7r13	0.067	0.0428	973.7	0.984	0.781	101.9	214.2	5000.0	968.0	0.573	0.0157	5.37	7.74	2.33
A50HnCp7r14	0.0638	0.0441	961.5	0.984	0.787	102.9	220.6	5000.0	954.0	0.564	0.0159	5.40	7.79	2.34
A50HnCp7r15	0.0822	0.0459	1007.5	0.983	0.787	103.6	229.4	5000.0	1002.0	0.578	0.0165	5.44	7.84	2.36
A56HnCp7r1	0.0766	0.0353	777.1	0.984	0.779	95.0	176.7	5000.0	766.0	0.566	0.0159	5.17	7.47	2.25
A56HnCp7r2	0.0886	0.0358	963.6	0.979	0.756	78.3	178.9	5000.0	954.0	0.620	0.0209	5.19	7.48	2.25
A56HnCp7r3	0.0882	0.0344	821.2	0.982	0.768	86.0	172.1	5000.0	813.0	0.581	0.0183	5.15	7.43	2.24
A56HnCp7r4	0.0432	0.0447	904.7	0.988	0.795	121.2	223.3	5000.0	898.0	0.563	0.0121	5.41	7.80	2.35
A56HnCp7r5	0.0704	0.0512	967.1	0.988	0.808	135.8	256.2	5000.0	959.0	0.575	0.0117	5.55	8.00	2.41
A56HnCp7r6	0.0716	0.0436	919.0	0.985	0.790	108.5	218.2	5000.0	910.0	0.576	0.0147	5.39	7.77	2.34
A56HnCp7r7	0.0946	0.0308	865.5	0.975	0.746	66.4	153.9	5000.0	857.0	0.597	0.0252	5.04	7.27	2.19
A56HnCp7r8	0.106	0.0317	805.7	0.978	0.758	75.8	158.4	5000.0	795.0	0.588	0.0216	5.06	7.31	2.20
A56HnCp7r9	0.0692	0.0488	1002.9	0.987	0.796	119.9	244.2	5000.0	996.0	0.580	0.0134	5.50	7.93	2.39
A56HnCp7r10	0.0748	0.048	1030.1	0.985	0.791	113.1	239.9	5000.0	1021.0	0.601	0.0146	5.48	7.91	2.38
A56HnCp7r11	0.0388	0.0541	1000.1	0.990	0.812	146.8	270.5	5000.0	992.0	0.581	0.0102	5.60	8.08	2.43
A56HnCp7r12	0.0866	0.0279	789.2	0.976	0.742	65.5	139.7	5000.0	776.0	0.602	0.0238	4.94	7.13	2.15
A56HnCp7r13	0.074	0.0345	842.8	0.982	0.766	86.1	172.4	5000.0	830.0	0.608	0.018	5.15	7.43	2.24
A56HnCp7r14	0.076	0.0407	890.6	0.985	0.784	103.7	203.5	5000.0	881.0	0.587	0.0151	5.32	7.67	2.31
A56HnCp7r15	0.0552	0.0477	947.5	0.988	0.800	129.0	238.7	5000.0	940.0	0.574	0.0115	5.48	7.90	2.38
IR24HnCp7r1	0.068	0.0372	927.4	0.982	0.766	88.6	186.0	5000.0	919.0	0.601	0.0175	5.23	7.54	2.27
IR24HnCp7r2	0.065	0.0522	969.1	0.988	0.810	136.5	260.9	5000.0	962.0	0.559	0.0117	5.56	8.03	2.42
IR24HnCp7r3	0.0432	0.0542	989.3	0.990	0.813	147.0	270.8	5000.0	981.0	0.573	0.0103	5.60	8.08	2.43
IR24HnCp7r4	0.029	0.0603	1039.6	0.992	0.823	172.0	301.7	5000.0	1033.0	0.565	0.00832	5.71	8.24	2.48
IR24HnCp7r5	0.0274	0.06	956.0	0.992	0.832	182.9	300.1	5000.0	950.0	0.532	0.00755	5.70	8.23	2.48
IR24HnCp7r6	0.0432	0.0465	932.9	0.988	0.798	124.3	232.4	5000.0	925.0	0.572	0.012	5.45	7.86	2.37
IR24HnCp7r7	0.0356	0.0477	879.3	0.990	0.809	138.6	238.3	5000.0	871.0	0.560	0.0102	5.47	7.90	2.38
IR24HnCp7r8	0.0402	0.0551	968.2	0.991	0.818	155.3	275.4	5000.0	961.0	0.551	0.00945	5.62	8.11	2.44
IR24HnCp7r9	0.0496	0.0477	952.8	0.988	0.799	125.1	238.7	5000.0	946.0	0.568	0.0122	5.48	7.90	2.38
IR24HnCp7r10	0.071	0.0492	987.0	0.987	0.799	125.9	245.9	5000.0	979.0	0.595	0.0127	5.51	7.94	2.39
IR24HnCp7r11	0.0468	0.0573	1020.3	0.990	0.818	157.4	286.6	5000.0	1012.0	0.577	0.00955	5.66	8.16	2.46
IR24HnCp7r12	0.055	0.0602	1061.5	0.990	0.820	162.2	301.1	5000.0	1055.0	0.574	0.00954	5.71	8.23	2.48
IR24HnCp7r13	0.032	0.059	1039.5	0.991	0.820	164.2	295.0	5000.0	1032.0	0.580	0.00894	5.69	8.20	2.47
IR24HnCp7r14	0.0398	0.059	1023.0	0.991	0.821	166.4	294.8	5000.0	1017.0	0.567	0.00881	5.69	8.20	2.47
IR24HnCp7r15	0.0334	0.0604	1022.3	0.992	0.825	174.5	302.1	5000.0	1014.0	0.566	0.00821	5.71	8.24	2.48
ZH11LnSz7r1	0.0542	0.0473	958.0	0.988	0.797	127.0	236.6	5000.0	949.0	0.598	0.0118	5.47	7.89	2.37
ZH11LnSz7r2	0.110	0.0286	798.8	0.973	0.744	61.5	143.1	5000.0	792.0	0.554	0.0271	4.96	7.16	2.16
ZH11LnSz7r3	0.128	0.0266	761.3	0.972	0.738	59.4	132.8	5000.0	754.0	0.579	0.0282	4.89	7.05	2.12
ZH11LnSz7r4	0.061	0.0325	825.7	0.982	0.759	81.5	162.4	5000.0	818.0	0.581	0.0183	5.09	7.34	2.21
ZH11LnSz7r5	0.08	0.0336	945.9	0.978	0.749	73.5	168.2	5000.0	933.0	0.632	0.022	5.12	7.39	2.23
ZH11LnSz7r6	0.122	0.0188	759.4	0.957	0.686	37.4	93.8	5000.0	749.0	0.608	0.0429	4.54	6.55	1.97
ZH11LnSz7r7	0.107	0.0316	955.1	0.972	0.739	62.1	157.9	5000.0	942.0	0.641	0.0279	5.06	7.30	2.20
ZH11LnSz7r8	0.0936	0.0264	737.7	0.976	0.741	63.5	132.1	5000.0	727.0	0.577	0.0243	4.88	7.05	2.12
ZH11LnSz7r9	0.098	0.0229	697.7	0.972	0.725	54.0	114.5	5000.0	692.0	0.545	0.0284	4.74	6.84	2.06
ZH11LnSz7r10	0.109	0.0309	817.0	0.975	0.753	68.2	154.6	5000.0	807.0	0.588	0.025	5.04	7.27	2.19
ZH11LnSz7r11	0.0692	0.025	691.5	0.975	0.739	60.9	124.9	5000.0	686.0	0.534	0.0247	4.83	6.96	2.10
ZH11LnSz7r12	0.0964	0.0235	817.6	0.967	0.712	48.6	117.6	5000.0	810.0	0.599	0.0327	4.77	6.88	2.07
ZH11LnSz7r13	0.129	0.0193	672.6	0.964	0.703	43.7	96.4	5000.0	665.0	0.586	0.0359	4.57	6.59	1.98
ZH11LnSz7r14	0.0662	0.0439	1033.5	0.983	0.778	97.4	219.7	5000.0	1026.0	0.596	0.017	5.39	7.78	2.34
ZH11LnSz7r15	0.0784	0.033	846.7	0.980	0.758	76.9	165.1	5000.0	839.0	0.569	0.0205	5.11	7.37	2.22
Zh11HnCp6r1	0.197	0.014	649.9	0.940	0.657	27.4	70.1	5000.0	641.0	0.612	0.0603	4.25	6.13	1.85
Zh11HnCp6r2	0.165	0.0179	723.1	0.954	0.683	35.8	89.3	5000.0	717.0	0.589	0.046	4.49	6.48	1.95
Zh11HnCp6r3	0.181	0.0153	671.6	0.946	0.668	30.4	76.3	5000.0	659.0	0.617	0.0539	4.33	6.25	1.88
Zh11HnCp6r4	0.130	0.0238	857.8	0.967	0.709	49.7	119.2	5000.0	846.0	0.659	0.0329	4.78	6.90	2.08
Zh11HnCp6r5	0.196	0.0112	563.3	0.932	0.639	23.2	56.0	5000.0	544.0	0.628	0.0676	4.02	5.81	1.75
Zh11HnCp6r6	0.214	0.0109	588.2	0.929	0.629	22.2	54.5	5000.0	577.0	0.630	0.0712	4.00	5.77	1.74
Zh11HnCp6r7	0.149	0.0186	727.1	0.961	0.690	40.4	93.1	5000.0	714.0	0.631	0.0394	4.53	6.54	1.97
Zh11HnCp6r8	0.215	0.0126	639.5	0.930	0.643	23.5	62.9	5000.0	630.0	0.609	0.0703	4.14	5.98	1.80
Zh11HnCp6r9	0.206	0.0115	566.4	0.932	0.640	23.2	57.3	5000.0	561.0	0.548	0.0683	4.05	5.84	1.76
Zh11HnCp6r10	0.205	0.0131	658.2	0.936	0.646	25.5	65.3	5000.0	647.0	0.634	0.0641	4.18	6.03	1.82
Zh11HnCp6r11	0.150	0.0209	782.0	0.961	0.699	42.4	104.6	5000.0	772.0	0.613	0.0391	4.65	6.71	2.02
Zh11HnCp6r12	0.191	0.0147	619.6	0.942	0.671	29.0	73.6	5000.0	608.0	0.593	0.0578	4.30	6.20	1.87
Zh11HnCp6r13	0.154	0.0162	671.0	0.956	0.677	35.5	81.1	5000.0	660.0	0.623	0.044	4.40	6.34	1.91
Zh11HnCp6r14	0.183	0.0144	707.0	0.943	0.653	28.3	71.8	5000.0	696.0	0.633	0.0566	4.27	6.17	1.86
Zh11HnCp6r15	0.199	0.0132	650.1	0.938	0.648	26.0	65.8	5000.0	637.0	0.618	0.0623	4.19	6.04	1.82
Zh11HnCp6r16	0.200	0.0116	521.0	0.937	0.652	25.3	58.2	5000.0	508.0	0.591	0.0625	4.06	5.86	1.76
V3703HnCp6r1	0.196	0.00524	250.6	0.904	0.594	14.1	26.2	5000.0	243.0	0.447	0.0959	3.27	4.71	1.42
V3703HnCp6r2	0.160	0.00765	291.1	0.936	0.648	21.5	38.2	5000.0	276.0	0.477	0.0637	3.64	5.26	1.58
V3703HnCp6r4	0.202	0.00701	300.3	0.925	0.626	18.7	35.0	5000.0	294.0	0.495	0.0745	3.56	5.13	1.54
V3703HnCp6r5	0.197	0.00621	265.7	0.922	0.621	17.3	31.1	5000.0	254.0	0.475	0.0781	3.44	4.96	1.49
V3703HnCp6r6	0.195	0.00834	342.8	0.933	0.643	21.7	41.7	5000.0	332.0	0.532	0.0671	3.73	5.38	1.62
V3703HnCp6r7	0.197	0.00752	306.5	0.926	0.636	19.3	37.6	5000.0	300.0	0.478	0.0739	3.63	5.23	1.58
V3703HnCp6r8	0.179	0.00872	333.1	0.938	0.652	23.1	43.6	5000.0	328.0	0.486	0.0615	3.77	5.45	1.64
V3703HnCp6r9	0.234	0.00609	332.3	0.906	0.592	15.1	30.5	5000.0	322.0	0.548	0.0943	3.42	4.93	1.48
V3703HnCp6r10	0.143	0.00747	264.8	0.947	0.651	23.8	37.3	5000.0	259.0	0.485	0.0534	3.62	5.22	1.57
V3703HnCp6r11	0.142	0.0104	346.9	0.955	0.677	30.1	51.8	5000.0	340.0	0.510	0.0454	3.95	5.70	1.71
V3703HnCp6r12	0.206	0.00772	344.5	0.928	0.628	19.9	38.6	5000.0	337.0	0.538	0.0722	3.65	5.27	1.59
V3703HnCp6r13	0.256	0.00624	345.6	0.899	0.594	14.5	31.2	5000.0	328.0	0.559	0.101	3.44	4.96	1.49
V3703HnCp6r14	0.183	0.00595	269.9	0.922	0.609	16.9	29.7	5000.0	262.0	0.452	0.0781	3.39	4.89	1.47
V3703HnCp6r15	0.225	0.00663	300.2	0.916	0.617	17.1	33.1	5000.0	291.0	0.500	0.0837	3.50	5.05	1.52
ZH11LnCp6r1	0.211	0.0174	859.2	0.935	0.662	27.3	87.1	5000.0	849.0	0.636	0.0649	4.47	6.44	1.94
ZH11LnCp6r2	0.218	0.0163	850.2	0.932	0.653	25.8	81.4	5000.0	840.0	0.643	0.068	4.40	6.35	1.91
ZH11LnCp6r3	0.208	0.0147	737.0	0.935	0.653	25.9	73.5	5000.0	722.0	0.643	0.0653	4.30	6.20	1.87
ZH11LnCp6r4	0.196	0.0144	733.8	0.939	0.650	26.8	71.8	5000.0	720.0	0.648	0.0609	4.27	6.17	1.86
ZH11LnCp6r6	0.199	0.00448	366.4	0.886	0.529	11.3	22.4	5000.0	355.0	0.576	0.114	3.11	4.49	1.35
ZH11LnCp6r7	0.210	0.00484	350.8	0.895	0.547	12.5	24.2	5000.0	340.0	0.572	0.105	3.19	4.60	1.38
ZH11LnCp6r8	0.164	0.00765	490.9	0.925	0.591	18.2	38.3	5000.0	479.0	0.629	0.0749	3.64	5.26	1.58
ZH11LnCp6r9	0.170	0.00606	402.4	0.914	0.571	15.3	30.3	5000.0	394.0	0.582	0.0863	3.41	4.92	1.48
ZH11LnCp6r10	0.176	0.00562	392.4	0.912	0.561	14.7	28.1	5000.0	383.0	0.586	0.0883	3.34	4.81	1.45
ZH11LnCp6r11	0.246	0.00573	453.5	0.897	0.552	13.4	28.6	5000.0	436.0	0.650	0.103	3.35	4.84	1.46
ZH11LnCp6r12	0.170	0.00736	402.3	0.927	0.603	18.6	36.8	5000.0	395.0	0.568	0.0732	3.61	5.20	1.57
ZH11LnCp6r13	0.253	0.00561	411.4	0.896	0.558	13.3	28.1	5000.0	395.0	0.593	0.104	3.33	4.81	1.45
ZH11LnCp6r14	0.259	0.00414	374.6	0.876	0.516	10.5	20.7	5000.0	355.0	0.598	0.124	3.03	4.37	1.32
ZH11LnCp6r15	0.213	0.00735	450.3	0.914	0.592	16.5	36.7	5000.0	442.0	0.553	0.0864	3.60	5.20	1.57
V3703LnCp6r6	0.184	0.0081	331.9	0.938	0.641	22.3	40.5	5000.0	322.0	0.523	0.0621	3.70	5.34	1.61
V3703LnCp6r7	0.241	0.00631	347.3	0.906	0.592	15.1	31.6	5000.0	339.0	0.503	0.0939	3.45	4.98	1.50
V3703LnCp6r8	0.229	0.00735	407.5	0.915	0.602	17.2	36.8	5000.0	398.0	0.569	0.0845	3.60	5.20	1.57
V3703LnCp6r9	0.193	0.0085	357.1	0.934	0.641	21.6	42.5	5000.0	348.0	0.490	0.0664	3.75	5.41	1.63
V3703LnCp6r10	0.255	0.00644	333.3	0.905	0.600	15.4	32.2	5000.0	327.0	0.497	0.0951	3.47	5.01	1.51
V3703LnCp6r11	0.226	0.00632	330.4	0.913	0.597	16.0	31.6	5000.0	324.0	0.508	0.0867	3.45	4.98	1.50
V3703LnCp6r12	0.190	0.00847	403.7	0.932	0.627	21.1	42.4	5000.0	395.0	0.558	0.0676	3.75	5.40	1.63
V3703LnCp6r13	0.174	0.0079	342.4	0.936	0.633	21.2	39.5	5000.0	333.0	0.494	0.0643	3.68	5.30	1.60
V3703LnCp6r15	0.207	0.0091	395.1	0.932	0.641	21.8	45.5	5000.0	387.0	0.497	0.0682	3.82	5.51	1.66
V3703LnCp6r16	0.195	0.00761	386.2	0.928	0.614	19.4	38.1	5000.0	376.0	0.538	0.0721	3.64	5.25	1.58
IR24LnSz7r1	0.1	0.0269	821.5	0.970	0.731	54.8	134.3	5000.0	815.0	0.574	0.0305	4.90	7.07	2.13
IR24LnSz7r2	0.0734	0.0367	922.0	0.981	0.765	83.9	183.6	5000.0	914.0	0.596	0.0192	5.21	7.52	2.26
IR24LnSz7r3	0.105	0.0214	745.2	0.968	0.709	48.1	107.2	5000.0	733.0	0.627	0.0322	4.67	6.74	2.03
IR24LnSz7r4	0.0832	0.0372	929.3	0.978	0.766	78.3	186.1	5000.0	922.0	0.593	0.0221	5.23	7.54	2.27
IR24LnSz7r5	0.0664	0.0419	971.7	0.984	0.778	98.3	209.5	5000.0	963.0	0.613	0.0165	5.34	7.71	2.32
IR24LnSz7r6	0.0788	0.035	895.6	0.979	0.761	77.3	175.2	5000.0	889.0	0.573	0.0213	5.17	7.45	2.24
IR24LnSz7r7	0.0542	0.0431	904.8	0.985	0.790	106.7	215.3	5000.0	897.0	0.562	0.0148	5.37	7.75	2.33
IR24LnSz7r8	0.0744	0.0455	1012.8	0.983	0.785	100.7	227.7	5000.0	1004.0	0.585	0.0169	5.43	7.83	2.36
IR24LnSz7r9	0.0616	0.038	907.8	0.983	0.772	94.3	190.1	5000.0	896.0	0.618	0.0165	5.25	7.57	2.28
IR24LnSz7r10	0.0438	0.0519	942.3	0.990	0.812	143.8	259.5	5000.0	936.0	0.557	0.0103	5.56	8.02	2.41
IR24LnSz7r11	0.0448	0.0535	998.0	0.989	0.810	140.0	267.4	5000.0	989.0	0.579	0.011	5.59	8.06	2.43
IR24LnSz7r12	0.0894	0.0271	810.8	0.975	0.734	62.9	135.5	5000.0	800.0	0.615	0.0247	4.91	7.08	2.13
IR24LnSz7r13	0.078	0.0454	1012.5	0.984	0.785	106.6	227.2	5000.0	1002.0	0.618	0.0155	5.43	7.83	2.36
IR24LnSz7r14	0.097	0.0264	872.2	0.970	0.722	54.3	131.9	5000.0	863.0	0.619	0.03	4.88	7.04	2.12
IR24LnSz7r15	0.0972	0.0294	828.7	0.976	0.743	66.6	147.0	5000.0	823.0	0.574	0.0241	4.99	7.20	2.17
ZH11HnSzr1	0.0516	0.0418	962.2	0.985	0.779	104.0	208.8	5000.0	952.0	0.613	0.0146	5.34	7.71	2.32
ZH11HnSzr2	0.0662	0.0407	928.5	0.984	0.779	99.9	203.5	5000.0	922.0	0.583	0.0155	5.32	7.67	2.31
ZH11HnSzr3	0.0508	0.045	897.0	0.988	0.798	120.3	225.2	5000.0	891.0	0.548	0.0124	5.42	7.82	2.35
ZH11HnSzr4	0.0702	0.0555	1135.1	0.986	0.800	123.1	277.5	5000.0	1129.0	0.588	0.0141	5.63	8.12	2.44
ZH11HnSzr5	0.0582	0.0463	1014.0	0.986	0.787	110.8	231.4	5000.0	1006.0	0.589	0.0143	5.44	7.85	2.36
ZH11HnSzr6	0.045	0.0562	1016.3	0.990	0.815	151.5	280.8	5000.0	1006.0	0.586	0.0101	5.64	8.13	2.45
ZH11HnSz7r7	0.0592	0.0474	949.1	0.987	0.799	122.3	237.0	5000.0	941.0	0.574	0.0127	5.47	7.89	2.37
ZH11HnSz7r8	0.0508	0.0455	1000.0	0.987	0.787	114.4	227.6	5000.0	991.0	0.615	0.0133	5.43	7.83	2.36
ZH11HnSz7r9	0.0728	0.0387	939.0	0.982	0.770	90.8	193.6	5000.0	931.0	0.609	0.0179	5.27	7.60	2.29
ZH11HnSz7r10	0.0836	0.0391	915.3	0.982	0.775	90.0	195.5	5000.0	907.0	0.578	0.0183	5.28	7.61	2.29
ZH11HnSz7r11	0.0706	0.0575	1151.1	0.987	0.804	132.3	287.6	5000.0	1144.0	0.599	0.0128	5.66	8.17	2.46
ZH11HnSz7r12	0.075	0.0531	1043.7	0.986	0.804	123.7	265.3	5000.0	1037.0	0.573	0.0139	5.58	8.05	2.42
ZH11HnSz7r13	0.0638	0.0413	921.3	0.985	0.782	101.5	206.6	5000.0	914.0	0.588	0.0155	5.33	7.69	2.32
ZH11HnSz7r14	0.110	0.0222	860.8	0.960	0.698	41.6	111.1	5000.0	851.0	0.617	0.0397	4.71	6.80	2.05
ZH11HnSz7r15	0.0612	0.0528	1077.8	0.988	0.799	130.2	264.1	5000.0	1070.0	0.598	0.0121	5.58	8.04	2.42
IR24HnSz7r1	0.0698	0.0395	954.9	0.983	0.771	94.6	197.3	5000.0	947.0	0.608	0.0165	5.28	7.62	2.30
IR24HnSz7r2	0.0718	0.0417	969.8	0.985	0.777	103.3	208.4	5000.0	961.0	0.615	0.0151	5.34	7.70	2.32
IR24HnSz7r3	0.0608	0.0377	898.6	0.984	0.771	95.1	188.6	5000.0	892.0	0.586	0.0158	5.24	7.56	2.28
IR24HnSz7r4	0.0584	0.04	1010.8	0.984	0.767	94.5	200.1	5000.0	1000.0	0.632	0.0163	5.30	7.64	2.30
IR24HnSz7r5	0.0928	0.03	877.0	0.977	0.741	68.8	149.9	5000.0	866.0	0.633	0.0228	5.01	7.23	2.18
IR24HnSz7r6	0.0468	0.0587	1130.2	0.989	0.809	143.3	293.5	5000.0	1125.0	0.569	0.0111	5.68	8.20	2.47
IR24HnSz7r7	0.0806	0.0338	902.4	0.979	0.755	77.2	168.9	5000.0	896.0	0.596	0.0208	5.13	7.40	2.23
IR24HnSz7r8	0.047	0.0578	1174.9	0.989	0.802	139.4	289.1	5000.0	1168.0	0.615	0.0113	5.67	8.18	2.46
IR24HnSz7r9	0.0746	0.0401	928.0	0.984	0.777	99.0	200.4	5000.0	919.0	0.596	0.0158	5.30	7.65	2.30
IR24HnSz7r10	0.0994	0.0527	1183.9	0.983	0.789	107.4	263.5	5000.0	1175.0	0.620	0.0173	5.57	8.04	2.42
IR24HnSz7r11	0.0338	0.0605	1054.0	0.991	0.821	165.2	302.6	5000.0	1048.0	0.566	0.00905	5.71	8.24	2.48
IR24HnSz7r12	0.0652	0.0592	1215.2	0.987	0.802	131.3	296.0	5000.0	1208.0	0.615	0.0131	5.69	8.21	2.47
IR24HnSz7r13	0.0496	0.0526	1059.0	0.989	0.801	138.0	262.9	5000.0	1051.0	0.610	0.0109	5.57	8.04	2.42
IR24HnSz7r14	0.029	0.0738	1211.2	0.993	0.833	202.4	369.1	5000.0	1203.0	0.601	0.00742	5.91	8.53	2.57
IR24HnSz7r15	0.0538	0.0484	1081.1	0.987	0.787	117.7	242.2	5000.0	1070.0	0.638	0.0133	5.49	7.92	2.38
IR24HnSz7r16	0.071	0.0295	802.3	0.980	0.748	74.8	147.3	5000.0	795.0	0.590	0.0197	4.99	7.20	2.17
IR24HnSz7r17	0.0988	0.0347	915.9	0.980	0.757	80.7	173.4	5000.0	907.0	0.621	0.0201	5.16	7.44	2.24
ZH11LnCp7r1	0.123	0.0163	626.3	0.952	0.685	33.0	81.5	5000.0	618.0	0.535	0.0478	4.40	6.35	1.91
ZH11LnCp7r2	0.155	0.0176	712.1	0.955	0.683	35.7	87.9	5000.0	704.0	0.589	0.0449	4.48	6.46	1.94
